,date,ID,Tag,value
91,2010-11-04 07:07:05.387949,M003,Aruba_Motion,ON
92,2010-11-04 07:07:09.274725,M003,Aruba_Motion,OFF
93,2010-11-04 07:09:22.288211,M003,Aruba_Motion,ON
94,2010-11-04 07:09:23.976725,M003,Aruba_Motion,OFF
95,2010-11-04 07:09:26.094346,M003,Aruba_Motion,ON
96,2010-11-04 07:09:29.470318,M003,Aruba_Motion,OFF
97,2010-11-04 07:09:40.875932,T001,Aruba_Temp,19.5
98,2010-11-04 07:09:41.018865,T005,Aruba_Temp,26.5
99,2010-11-04 07:09:41.156787,T003,Aruba_Temp,23
100,2010-11-04 07:09:41.315261,T002,Aruba_Temp,22.5
101,2010-11-04 07:09:41.453112,T004,Aruba_Temp,20
102,2010-11-04 07:14:44.415558,T005,Aruba_Temp,23.5
103,2010-11-04 07:14:44.559673,T003,Aruba_Temp,22
104,2010-11-04 07:14:44.698151,T002,Aruba_Temp,22
105,2010-11-04 07:14:44.856412,T004,Aruba_Temp,20.5
106,2010-11-04 07:19:47.912636,T001,Aruba_Temp,19
107,2010-11-04 07:19:47.998060,T005,Aruba_Temp,21
108,2010-11-04 07:19:48.074803,T003,Aruba_Temp,20.5
109,2010-11-04 07:19:48.152557,T002,Aruba_Temp,20.5
110,2010-11-04 07:19:48.229949,T004,Aruba_Temp,20
111,2010-11-04 07:24:51.200772,T005,Aruba_Temp,20
112,2010-11-04 07:24:51.343579,T003,Aruba_Temp,20
113,2010-11-04 07:24:51.499564,T002,Aruba_Temp,20
114,2010-11-04 07:29:54.339459,T005,Aruba_Temp,19.5
115,2010-11-04 07:29:54.442457,T003,Aruba_Temp,19.5
116,2010-11-04 07:29:54.580319,T002,Aruba_Temp,19.5
117,2010-11-04 07:29:54.738312,T004,Aruba_Temp,19.5
118,2010-11-04 07:40:01.083259,T005,Aruba_Temp,24.5
119,2010-11-04 07:40:01.172045,T003,Aruba_Temp,21.5
120,2010-11-04 07:40:01.329666,T002,Aruba_Temp,21.5
121,2010-11-04 07:40:01.468569,T004,Aruba_Temp,20
122,2010-11-04 07:45:04.314611,T001,Aruba_Temp,19.5
123,2010-11-04 07:45:04.431202,T005,Aruba_Temp,25
124,2010-11-04 07:45:04.570316,T003,Aruba_Temp,23
125,2010-11-04 07:45:04.708131,T002,Aruba_Temp,22.5
126,2010-11-04 07:45:04.865533,T004,Aruba_Temp,21
127,2010-11-04 07:50:07.517523,T005,Aruba_Temp,22
128,2010-11-04 07:50:07.601463,T003,Aruba_Temp,21
129,2010-11-04 07:50:07.754106,T002,Aruba_Temp,21
130,2010-11-04 07:50:07.892296,T004,Aruba_Temp,20.5
131,2010-11-04 07:52:53.347759,M003,Aruba_Motion,ON
132,2010-11-04 07:52:59.041504,M003,Aruba_Motion,OFF
133,2010-11-04 07:52:59.975916,M003,Aruba_Motion,ON
134,2010-11-04 07:53:01.372203,M003,Aruba_Motion,OFF
135,2010-11-04 07:53:05.578146,M003,Aruba_Motion,ON
136,2010-11-04 07:53:07.675269,M003,Aruba_Motion,OFF
137,2010-11-04 07:53:15.953342,M003,Aruba_Motion,ON
138,2010-11-04 07:53:18.101121,M003,Aruba_Motion,OFF
139,2010-11-04 07:53:19.150852,M003,Aruba_Motion,ON
140,2010-11-04 07:53:21.039023,M003,Aruba_Motion,OFF
141,2010-11-04 07:53:22.081382,M003,Aruba_Motion,ON
142,2010-11-04 07:53:23.710163,M002,Aruba_Motion,ON
143,2010-11-04 07:53:30.111754,M002,Aruba_Motion,OFF
144,2010-11-04 07:53:40.302975,M003,Aruba_Motion,OFF
145,2010-11-04 07:53:40.865361,M003,Aruba_Motion,ON
146,2010-11-04 07:53:49.794136,M003,Aruba_Motion,OFF
147,2010-11-04 07:54:11.712942,M003,Aruba_Motion,ON
148,2010-11-04 07:54:14.526953,M003,Aruba_Motion,OFF
149,2010-11-04 07:54:56.711926,M003,Aruba_Motion,ON
150,2010-11-04 07:54:59.882395,M003,Aruba_Motion,OFF
151,2010-11-04 07:55:11.114166,T001,Aruba_Temp,19
152,2010-11-04 07:55:11.209862,T005,Aruba_Temp,20.5
153,2010-11-04 07:55:11.368234,T003,Aruba_Temp,20.5
154,2010-11-04 07:55:11.506903,T002,Aruba_Temp,20
155,2010-11-04 07:55:11.645369,T004,Aruba_Temp,20
156,2010-11-04 07:59:34.085208,M003,Aruba_Motion,ON
157,2010-11-04 07:59:39.802033,M003,Aruba_Motion,OFF
158,2010-11-04 07:59:55.055894,M003,Aruba_Motion,ON
159,2010-11-04 07:59:56.568928,M003,Aruba_Motion,OFF
160,2010-11-04 08:00:09.977136,M003,Aruba_Motion,ON
161,2010-11-04 08:00:14.326144,T005,Aruba_Temp,20
162,2010-11-04 08:00:14.420993,T003,Aruba_Temp,20
163,2010-11-04 08:00:17.656127,M003,Aruba_Motion,OFF
164,2010-11-04 08:00:21.905057,M003,Aruba_Motion,ON
165,2010-11-04 08:00:31.471207,M007,Aruba_Motion,ON
166,2010-11-04 08:00:34.752190,M003,Aruba_Motion,OFF
167,2010-11-04 08:00:35.117512,M007,Aruba_Motion,OFF
168,2010-11-04 08:01:02.876071,M003,Aruba_Motion,ON
169,2010-11-04 08:01:07.594027,M007,Aruba_Motion,ON
170,2010-11-04 08:01:08.835184,M003,Aruba_Motion,OFF
171,2010-11-04 08:01:09.831743,M003,Aruba_Motion,ON
172,2010-11-04 08:01:12.282970,M003,Aruba_Motion,OFF
173,2010-11-04 08:01:16.512483,M007,Aruba_Motion,OFF
174,2010-11-04 08:01:27.355469,M007,Aruba_Motion,ON
175,2010-11-04 08:01:38.179733,M007,Aruba_Motion,OFF
176,2010-11-04 08:01:50.695629,M007,Aruba_Motion,ON
177,2010-11-04 08:01:52.180206,M007,Aruba_Motion,OFF
178,2010-11-04 08:01:52.613133,M005,Aruba_Motion,ON
179,2010-11-04 08:01:53.108864,M007,Aruba_Motion,ON
180,2010-11-04 08:01:55.933454,M005,Aruba_Motion,OFF
181,2010-11-04 08:01:56.850326,M005,Aruba_Motion,ON
182,2010-11-04 08:01:58.687847,M005,Aruba_Motion,OFF
183,2010-11-04 08:01:59.572213,M004,Aruba_Motion,ON
184,2010-11-04 08:02:03.153913,M004,Aruba_Motion,OFF
185,2010-11-04 08:02:04.858778,M007,Aruba_Motion,OFF
186,2010-11-04 08:05:17.752109,T003,Aruba_Temp,19.5
187,2010-11-04 08:05:17.860404,T004,Aruba_Temp,19.5
188,2010-11-04 08:06:21.941482,M007,Aruba_Motion,ON
189,2010-11-04 08:06:22.949387,M004,Aruba_Motion,ON
190,2010-11-04 08:06:26.461381,M004,Aruba_Motion,OFF
191,2010-11-04 08:06:26.533210,M005,Aruba_Motion,ON
192,2010-11-04 08:06:28.002938,M005,Aruba_Motion,OFF
193,2010-11-04 08:06:29.184532,M006,Aruba_Motion,ON
194,2010-11-04 08:06:29.674555,M008,Aruba_Motion,ON
195,2010-11-04 08:06:29.756622,M007,Aruba_Motion,OFF
196,2010-11-04 08:06:30.723013,M020,Aruba_Motion,ON
197,2010-11-04 08:06:31.297516,M006,Aruba_Motion,OFF
198,2010-11-04 08:06:31.851287,M008,Aruba_Motion,OFF
199,2010-11-04 08:06:33.875104,M020,Aruba_Motion,OFF
200,2010-11-04 08:06:41.090210,M020,Aruba_Motion,ON
201,2010-11-04 08:06:42.348572,M020,Aruba_Motion,OFF
202,2010-11-04 08:06:44.870515,M020,Aruba_Motion,ON
203,2010-11-04 08:06:48.041198,M020,Aruba_Motion,OFF
204,2010-11-04 08:06:53.359140,M020,Aruba_Motion,ON
205,2010-11-04 08:06:57.701932,M020,Aruba_Motion,OFF
206,2010-11-04 08:07:07.895534,M020,Aruba_Motion,ON
207,2010-11-04 08:07:09.785255,M020,Aruba_Motion,OFF
208,2010-11-04 08:07:11.895554,M020,Aruba_Motion,ON
209,2010-11-04 08:07:12.664738,M010,Aruba_Motion,ON
210,2010-11-04 08:07:14.301134,M010,Aruba_Motion,OFF
211,2010-11-04 08:07:16.190932,M020,Aruba_Motion,OFF
212,2010-11-04 08:07:21.271123,M020,Aruba_Motion,ON
213,2010-11-04 08:07:23.586636,M011,Aruba_Motion,ON
214,2010-11-04 08:07:31.634816,M011,Aruba_Motion,OFF
215,2010-11-04 08:07:32.654851,M020,Aruba_Motion,OFF
216,2010-11-04 08:07:54.091279,M020,Aruba_Motion,ON
217,2010-11-04 08:07:57.023364,M020,Aruba_Motion,OFF
218,2010-11-04 08:07:57.425731,M020,Aruba_Motion,ON
219,2010-11-04 08:07:59.674038,M020,Aruba_Motion,OFF
220,2010-11-04 08:08:00.063711,M020,Aruba_Motion,ON
221,2010-11-04 08:08:04.824625,M012,Aruba_Motion,ON
222,2010-11-04 08:08:06.516914,M013,Aruba_Motion,ON
223,2010-11-04 08:08:07.090487,M012,Aruba_Motion,OFF
224,2010-11-04 08:08:08.068587,M020,Aruba_Motion,OFF
225,2010-11-04 08:08:09.067211,M013,Aruba_Motion,OFF
226,2010-11-04 08:08:09.136169,M020,Aruba_Motion,ON
227,2010-11-04 08:08:10.495959,M020,Aruba_Motion,OFF
228,2010-11-04 08:08:10.882844,M014,Aruba_Motion,ON
229,2010-11-04 08:08:13.236142,M014,Aruba_Motion,OFF
230,2010-11-04 08:08:30.739826,M013,Aruba_Motion,ON
231,2010-11-04 08:08:30.810019,M020,Aruba_Motion,ON
232,2010-11-04 08:08:34.415106,M013,Aruba_Motion,OFF
233,2010-11-04 08:08:34.780496,M020,Aruba_Motion,OFF
234,2010-11-04 08:08:36.100108,M009,Aruba_Motion,ON
235,2010-11-04 08:08:36.500668,M020,Aruba_Motion,ON
236,2010-11-04 08:08:37.219843,M009,Aruba_Motion,OFF
237,2010-11-04 08:08:38.232520,M009,Aruba_Motion,ON
238,2010-11-04 08:08:41.620048,M020,Aruba_Motion,OFF
239,2010-11-04 08:08:42.872835,M009,Aruba_Motion,OFF
240,2010-11-04 08:08:46.053107,M009,Aruba_Motion,ON
241,2010-11-04 08:08:52.210853,M009,Aruba_Motion,OFF
242,2010-11-04 08:09:11.149768,M009,Aruba_Motion,ON
243,2010-11-04 08:09:12.264937,M009,Aruba_Motion,OFF
244,2010-11-04 08:09:16.728236,M009,Aruba_Motion,ON
245,2010-11-04 08:09:28.409223,M009,Aruba_Motion,OFF
246,2010-11-04 08:09:28.961301,M009,Aruba_Motion,ON
247,2010-11-04 08:09:30.183203,M009,Aruba_Motion,OFF
248,2010-11-04 08:09:47.028123,M009,Aruba_Motion,ON
249,2010-11-04 08:09:49.383401,M009,Aruba_Motion,OFF
250,2010-11-04 08:09:53.998147,M009,Aruba_Motion,ON
251,2010-11-04 08:09:59.074177,M009,Aruba_Motion,OFF
252,2010-11-04 08:10:20.969015,T005,Aruba_Temp,19.5
253,2010-11-04 08:10:21.077977,T002,Aruba_Temp,19.5
254,2010-11-04 08:10:40.283674,M009,Aruba_Motion,ON
255,2010-11-04 08:10:41.109839,M020,Aruba_Motion,ON
256,2010-11-04 08:10:41.935367,M010,Aruba_Motion,ON
257,2010-11-04 08:10:42.297335,M013,Aruba_Motion,ON
258,2010-11-04 08:10:43.926160,M010,Aruba_Motion,OFF
259,2010-11-04 08:10:44.483412,M009,Aruba_Motion,OFF
260,2010-11-04 08:10:45.035910,M020,Aruba_Motion,OFF
261,2010-11-04 08:10:46.674270,M013,Aruba_Motion,OFF
262,2010-11-04 08:10:48.354757,M020,Aruba_Motion,ON
263,2010-11-04 08:10:49.122841,M014,Aruba_Motion,ON
264,2010-11-04 08:10:50.118385,M020,Aruba_Motion,OFF
265,2010-11-04 08:10:51.021466,M014,Aruba_Motion,OFF
266,2010-11-04 08:11:09.966157,M018,Aruba_Motion,ON
267,2010-11-04 08:11:14.899066,M019,Aruba_Motion,ON
268,2010-11-04 08:11:15.825281,M015,Aruba_Motion,ON
269,2010-11-04 08:11:16.581933,M018,Aruba_Motion,OFF
270,2010-11-04 08:11:19.480016,M019,Aruba_Motion,OFF
271,2010-11-04 08:11:20.731753,M015,Aruba_Motion,OFF
272,2010-11-04 08:11:22.829948,M019,Aruba_Motion,ON
273,2010-11-04 08:11:24.462396,M019,Aruba_Motion,OFF
274,2010-11-04 08:11:37.151828,M019,Aruba_Motion,ON
275,2010-11-04 08:11:39.473932,M019,Aruba_Motion,OFF
276,2010-11-04 08:11:43.071642,M019,Aruba_Motion,ON
277,2010-11-04 08:11:45.174254,M015,Aruba_Motion,ON
278,2010-11-04 08:11:49.634020,M019,Aruba_Motion,OFF
279,2010-11-04 08:11:50.617415,M015,Aruba_Motion,OFF
280,2010-11-04 08:11:51.695715,M019,Aruba_Motion,ON
281,2010-11-04 08:11:52.077430,M015,Aruba_Motion,ON
282,2010-11-04 08:11:54.305175,M015,Aruba_Motion,OFF
283,2010-11-04 08:11:55.717005,M019,Aruba_Motion,OFF
284,2010-11-04 08:12:14.481187,M015,Aruba_Motion,ON
285,2010-11-04 08:12:16.295831,M015,Aruba_Motion,OFF
286,2010-11-04 08:12:16.365774,M019,Aruba_Motion,ON
287,2010-11-04 08:12:18.149027,M019,Aruba_Motion,OFF
288,2010-11-04 08:12:21.342824,M015,Aruba_Motion,ON
289,2010-11-04 08:12:22.524646,M015,Aruba_Motion,OFF
290,2010-11-04 08:12:23.855421,M015,Aruba_Motion,ON
291,2010-11-04 08:12:23.937810,M019,Aruba_Motion,ON
292,2010-11-04 08:12:26.552519,M019,Aruba_Motion,OFF
293,2010-11-04 08:12:26.921205,M019,Aruba_Motion,ON
294,2010-11-04 08:12:32.787498,M019,Aruba_Motion,OFF
295,2010-11-04 08:12:33.633108,M015,Aruba_Motion,OFF
296,2010-11-04 08:12:35.050286,M015,Aruba_Motion,ON
297,2010-11-04 08:12:36.941656,M015,Aruba_Motion,OFF
298,2010-11-04 08:12:37.475087,M015,Aruba_Motion,ON
299,2010-11-04 08:12:38.060850,M019,Aruba_Motion,ON
300,2010-11-04 08:12:39.978950,M015,Aruba_Motion,OFF
301,2010-11-04 08:12:44.838874,M019,Aruba_Motion,OFF
302,2010-11-04 08:12:48.885021,M019,Aruba_Motion,ON
303,2010-11-04 08:12:49.644351,M015,Aruba_Motion,ON
304,2010-11-04 08:12:50.874520,M019,Aruba_Motion,OFF
305,2010-11-04 08:12:54.529869,M015,Aruba_Motion,OFF
306,2010-11-04 08:12:54.925501,M015,Aruba_Motion,ON
307,2010-11-04 08:12:56.882978,M015,Aruba_Motion,OFF
308,2010-11-04 08:12:59.199900,M015,Aruba_Motion,ON
309,2010-11-04 08:13:00.674707,M015,Aruba_Motion,OFF
310,2010-11-04 08:13:02.078145,M015,Aruba_Motion,ON
311,2010-11-04 08:13:03.937337,M015,Aruba_Motion,OFF
312,2010-11-04 08:13:05.400849,M015,Aruba_Motion,ON
313,2010-11-04 08:13:06.590497,M015,Aruba_Motion,OFF
314,2010-11-04 08:13:10.263406,M015,Aruba_Motion,ON
315,2010-11-04 08:13:10.342161,M019,Aruba_Motion,ON
316,2010-11-04 08:13:19.378145,M015,Aruba_Motion,OFF
317,2010-11-04 08:13:20.429678,M019,Aruba_Motion,OFF
318,2010-11-04 08:13:24.019591,M019,Aruba_Motion,ON
319,2010-11-04 08:13:24.379861,M015,Aruba_Motion,ON
320,2010-11-04 08:13:30.393049,M015,Aruba_Motion,OFF
321,2010-11-04 08:13:32.713063,M019,Aruba_Motion,OFF
322,2010-11-04 08:13:39.943144,M019,Aruba_Motion,ON
323,2010-11-04 08:13:43.101845,M019,Aruba_Motion,OFF
324,2010-11-04 08:13:54.576819,M019,Aruba_Motion,ON
325,2010-11-04 08:13:56.474537,M019,Aruba_Motion,OFF
326,2010-11-04 08:14:08.073483,M018,Aruba_Motion,ON
327,2010-11-04 08:14:08.152159,M019,Aruba_Motion,ON
328,2010-11-04 08:14:09.915473,M015,Aruba_Motion,ON
329,2010-11-04 08:14:10.305632,M018,Aruba_Motion,OFF
330,2010-11-04 08:14:12.530483,M019,Aruba_Motion,OFF
331,2010-11-04 08:14:13.916003,M015,Aruba_Motion,OFF
332,2010-11-04 08:14:15.580948,M019,Aruba_Motion,ON
333,2010-11-04 08:14:18.943841,M019,Aruba_Motion,OFF
334,2010-11-04 08:14:20.216524,M019,Aruba_Motion,ON
335,2010-11-04 08:14:23.386155,M019,Aruba_Motion,OFF
336,2010-11-04 08:14:25.691741,M019,Aruba_Motion,ON
337,2010-11-04 08:14:27.164993,M019,Aruba_Motion,OFF
338,2010-11-04 08:14:32.656992,M019,Aruba_Motion,ON
339,2010-11-04 08:14:33.655339,M019,Aruba_Motion,OFF
340,2010-11-04 08:14:34.505034,M019,Aruba_Motion,ON
341,2010-11-04 08:14:37.670949,M019,Aruba_Motion,OFF
342,2010-11-04 08:14:40.845383,M019,Aruba_Motion,ON
343,2010-11-04 08:14:41.770762,M015,Aruba_Motion,ON
344,2010-11-04 08:14:48.337585,M016,Aruba_Motion,ON
345,2010-11-04 08:14:50.289148,M015,Aruba_Motion,OFF
346,2010-11-04 08:14:52.991299,M016,Aruba_Motion,OFF
347,2010-11-04 08:14:55.248865,M019,Aruba_Motion,OFF
348,2010-11-04 08:15:00.109756,M019,Aruba_Motion,ON
349,2010-11-04 08:15:04.743640,M019,Aruba_Motion,OFF
350,2010-11-04 08:15:13.558674,M019,Aruba_Motion,ON
351,2010-11-04 08:15:14.123170,M016,Aruba_Motion,ON
352,2010-11-04 08:15:15.541487,M016,Aruba_Motion,OFF
353,2010-11-04 08:15:15.914354,M019,Aruba_Motion,OFF
354,2010-11-04 08:15:16.667780,M019,Aruba_Motion,ON
355,2010-11-04 08:15:20.205955,M019,Aruba_Motion,OFF
356,2010-11-04 08:15:21.151012,M019,Aruba_Motion,ON
357,2010-11-04 08:15:24.363031,T003,Aruba_Temp,20
358,2010-11-04 08:15:24.459291,T002,Aruba_Temp,20
359,2010-11-04 08:15:25.341685,M019,Aruba_Motion,OFF
360,2010-11-04 08:15:44.385961,M016,Aruba_Motion,ON
361,2010-11-04 08:15:44.455911,M019,Aruba_Motion,ON
362,2010-11-04 08:15:50.912539,M019,Aruba_Motion,OFF
363,2010-11-04 08:15:51.762126,M019,Aruba_Motion,ON
364,2010-11-04 08:15:52.321352,M015,Aruba_Motion,ON
365,2010-11-04 08:15:53.512139,M016,Aruba_Motion,OFF
366,2010-11-04 08:15:55.263793,M015,Aruba_Motion,OFF
367,2010-11-04 08:15:58.198863,M019,Aruba_Motion,OFF
368,2010-11-04 08:16:21.152374,M015,Aruba_Motion,ON
369,2010-11-04 08:16:21.541771,M015,Aruba_Motion,OFF
370,2010-11-04 08:16:28.462071,M019,Aruba_Motion,ON
371,2010-11-04 08:16:30.781594,M019,Aruba_Motion,OFF
372,2010-11-04 08:17:09.479679,M018,Aruba_Motion,ON
373,2010-11-04 08:17:10.698954,M018,Aruba_Motion,OFF
374,2010-11-04 08:17:11.057520,M018,Aruba_Motion,ON
375,2010-11-04 08:17:11.427494,M019,Aruba_Motion,ON
376,2010-11-04 08:17:13.235092,M019,Aruba_Motion,OFF
377,2010-11-04 08:17:15.145792,M018,Aruba_Motion,OFF
378,2010-11-04 08:17:16.988397,M018,Aruba_Motion,ON
379,2010-11-04 08:17:17.878134,M019,Aruba_Motion,ON
380,2010-11-04 08:17:20.650027,M019,Aruba_Motion,OFF
381,2010-11-04 08:17:21.181210,M019,Aruba_Motion,ON
382,2010-11-04 08:17:25.828677,M019,Aruba_Motion,OFF
383,2010-11-04 08:17:35.389580,M019,Aruba_Motion,ON
384,2010-11-04 08:17:37.492191,M019,Aruba_Motion,OFF
385,2010-11-04 08:17:38.461401,M018,Aruba_Motion,OFF
386,2010-11-04 08:17:39.877608,M018,Aruba_Motion,ON
387,2010-11-04 08:17:41.086534,M018,Aruba_Motion,OFF
388,2010-11-04 08:17:42.397129,M018,Aruba_Motion,ON
389,2010-11-04 08:17:42.476926,M019,Aruba_Motion,ON
390,2010-11-04 08:17:43.233285,M019,Aruba_Motion,OFF
391,2010-11-04 08:17:44.195873,M018,Aruba_Motion,OFF
392,2010-11-04 08:17:51.792644,M018,Aruba_Motion,ON
393,2010-11-04 08:17:51.935908,M019,Aruba_Motion,ON
394,2010-11-04 08:17:53.493492,M019,Aruba_Motion,OFF
395,2010-11-04 08:17:54.063647,M018,Aruba_Motion,OFF
396,2010-11-04 08:18:01.025858,M019,Aruba_Motion,ON
397,2010-11-04 08:18:01.604515,M018,Aruba_Motion,ON
398,2010-11-04 08:18:03.872647,M018,Aruba_Motion,OFF
399,2010-11-04 08:18:03.942667,M019,Aruba_Motion,OFF
400,2010-11-04 08:18:17.684923,M018,Aruba_Motion,ON
401,2010-11-04 08:18:17.784945,M019,Aruba_Motion,ON
402,2010-11-04 08:18:19.540576,M019,Aruba_Motion,OFF
403,2010-11-04 08:18:19.908590,M018,Aruba_Motion,OFF
404,2010-11-04 08:18:25.165689,M019,Aruba_Motion,ON
405,2010-11-04 08:18:30.028567,M019,Aruba_Motion,OFF
406,2010-11-04 08:18:36.624549,M019,Aruba_Motion,ON
407,2010-11-04 08:18:36.976788,M018,Aruba_Motion,ON
408,2010-11-04 08:18:39.136983,M018,Aruba_Motion,OFF
409,2010-11-04 08:18:39.205706,M019,Aruba_Motion,OFF
410,2010-11-04 08:18:44.387863,M019,Aruba_Motion,ON
411,2010-11-04 08:18:46.281122,M019,Aruba_Motion,OFF
412,2010-11-04 08:19:06.776218,M018,Aruba_Motion,ON
413,2010-11-04 08:19:07.621489,M019,Aruba_Motion,ON
414,2010-11-04 08:19:09.480685,M019,Aruba_Motion,OFF
415,2010-11-04 08:19:10.344265,M018,Aruba_Motion,OFF
416,2010-11-04 08:19:24.338145,M019,Aruba_Motion,ON
417,2010-11-04 08:19:27.738687,M019,Aruba_Motion,OFF
