,ID,Tag,Mesure,valeur,TimeStamp
52,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
53,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
54,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
55,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
56,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
57,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
58,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
59,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
60,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
61,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
62,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
63,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
64,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
65,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
66,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
67,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
68,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
69,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
70,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
71,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
72,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
73,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
74,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
75,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
76,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
77,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
78,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
79,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
80,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
81,P001,Kyoto_Electricity,VALUE,2853,2010-05-02 00:01:09.822670
82,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
83,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
84,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
85,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
86,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
87,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
88,4135001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
89,4135001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
90,4135001,Powerplant,DAILY_YIELD,0.0,2020-05-15 00:00:00
91,4135001,Powerplant,TOTAL_YIELD,6259559.0,2020-05-15 00:00:00
92,4135001,Powerplant,AMBIENT_TEMPERATURE,25.184316133333333,2020-05-15 00:00:00
93,4135001,Powerplant,MODULE_TEMPERATURE,22.8575074,2020-05-15 00:00:00
94,4135001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
95,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
96,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
97,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
98,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
99,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
100,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
101,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
102,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
103,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
104,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
105,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
106,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
107,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
108,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
109,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
110,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
111,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
112,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
113,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
114,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
115,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
116,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
117,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
118,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
119,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
120,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
121,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
122,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
123,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
124,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
125,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
126,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
127,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
128,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
129,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
130,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
131,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
132,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
133,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
134,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
135,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
136,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
137,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
138,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
139,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
140,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
141,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
142,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
143,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
144,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
145,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
146,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
147,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
148,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
149,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
150,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
151,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
152,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
153,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
154,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
155,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
156,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
157,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
158,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
159,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
160,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
161,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
162,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
163,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
164,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
165,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
166,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
167,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
168,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
169,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
170,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
171,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
172,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
173,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
174,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
175,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
176,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
177,4135001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
178,4135001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
179,4135001,Powerplant,DAILY_YIELD,0.0,2020-05-15 00:00:00
180,4135001,Powerplant,TOTAL_YIELD,6259559.0,2020-05-15 00:00:00
181,4135001,Powerplant,AMBIENT_TEMPERATURE,25.184316133333333,2020-05-15 00:00:00
182,4135001,Powerplant,MODULE_TEMPERATURE,22.8575074,2020-05-15 00:00:00
183,4135001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
184,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
185,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
186,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
187,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
188,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
189,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
190,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
191,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
192,00:0f:00:70:91:0a,Multisensor,CO,0.0028400886071015,2020-07-12 00:01:34.735567616
193,00:0f:00:70:91:0a,Multisensor,HUMIDITY,76.0,2020-07-12 00:01:34.735567616
194,00:0f:00:70:91:0a,Multisensor,LIGHT,False,2020-07-12 00:01:34.735567616
195,00:0f:00:70:91:0a,Multisensor,LPG,0.005114383400977,2020-07-12 00:01:34.735567616
196,00:0f:00:70:91:0a,Multisensor,MOTION,False,2020-07-12 00:01:34.735567616
197,00:0f:00:70:91:0a,Multisensor,SMOKE,0.0132748367048515,2020-07-12 00:01:34.735567616
198,00:0f:00:70:91:0a,Multisensor,TEMP,19.700000762939453,2020-07-12 00:01:34.735567616
199,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049760123404216,2020-07-12 00:01:38.073572864
200,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,50.9,2020-07-12 00:01:38.073572864
201,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:38.073572864
202,b8:27:eb:bf:9d:51,Multisensor,LPG,0.007673227406398,2020-07-12 00:01:38.073572864
203,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:38.073572864
204,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204751255761782,2020-07-12 00:01:38.073572864
205,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.6,2020-07-12 00:01:38.073572864
206,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
207,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
208,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
209,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
210,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
211,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
212,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
213,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
214,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
215,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
216,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
217,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
218,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
219,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
220,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
221,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
222,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
223,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
224,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
225,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
226,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
227,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
228,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
229,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
230,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
231,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
232,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
233,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
234,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
235,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
236,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
237,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
238,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
239,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
240,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
241,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
242,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
243,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
244,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
245,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
246,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
247,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
248,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
249,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
250,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
251,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
252,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
253,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
254,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
255,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
256,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
257,M003,Aruba_Motion,VALUE,ON,2010-11-04 00:03:50.209589
258,4136001,Powerplant,DC_POWER,0.0,2020-05-15 00:00:00
259,4136001,Powerplant,AC_POWER,0.0,2020-05-15 00:00:00
260,4136001,Powerplant,DAILY_YIELD,9425.0,2020-05-15 00:00:00
261,4136001,Powerplant,TOTAL_YIELD,2429011.0,2020-05-15 00:00:00
262,4136001,Powerplant,AMBIENT_TEMPERATURE,27.004763700000005,2020-05-15 00:00:00
263,4136001,Powerplant,MODULE_TEMPERATURE,25.0607889,2020-05-15 00:00:00
264,4136001,Powerplant,IRRADIATION,0.0,2020-05-15 00:00:00
265,Anand_Vihar,Delhi_DPCC,PM25,341.32,2016-01-03
266,Anand_Vihar,Delhi_DPCC,PM10,651.71,2016-01-03
267,Anand_Vihar,Delhi_DPCC,SO2,22.83,2016-01-03
268,Anand_Vihar,Delhi_DPCC,CO,2.57,2016-01-03
269,Anand_Vihar,Delhi_DPCC,OZONE,15.67,2016-01-03
270,P001,Kyoto_Electricity,VALUE,2865,2010-05-02 00:00:25.807170
271,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
272,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
273,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
274,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
275,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
276,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
277,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
278,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
279,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
280,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
281,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
282,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
283,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
284,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
285,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
286,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
287,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
288,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
289,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
290,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
291,multisensor1,ItalianCity,CO(GT),"2,6",2004-03-10 18:00:00
292,multisensor1,ItalianCity,PT08.S1(CO),1360,2004-03-10 18:00:00
293,multisensor1,ItalianCity,NMHC(GT),150,2004-03-10 18:00:00
294,multisensor1,ItalianCity,C6H6(GT),"11,9",2004-03-10 18:00:00
295,multisensor1,ItalianCity,PT08.S2(NMHC),1046,2004-03-10 18:00:00
296,multisensor1,ItalianCity,NOX(GT),166,2004-03-10 18:00:00
297,multisensor1,ItalianCity,PT08.S3(NOX),1056,2004-03-10 18:00:00
298,multisensor1,ItalianCity,NO2(GT),113,2004-03-10 18:00:00
299,multisensor1,ItalianCity,PT08.S4(NO2),1692,2004-03-10 18:00:00
300,multisensor1,ItalianCity,PT08.S5(O3),1268,2004-03-10 18:00:00
301,multisensor1,ItalianCity,T,"13,6",2004-03-10 18:00:00
302,multisensor1,ItalianCity,RH,"48,9",2004-03-10 18:00:00
303,multisensor1,ItalianCity,AH,"0,7578",2004-03-10 18:00:00
304,multisensor1,ItalianCity,CO(GT),2,2004-03-10 19:00:00
305,multisensor1,ItalianCity,PT08.S1(CO),1292,2004-03-10 19:00:00
306,multisensor1,ItalianCity,NMHC(GT),112,2004-03-10 19:00:00
307,multisensor1,ItalianCity,C6H6(GT),"9,4",2004-03-10 19:00:00
308,multisensor1,ItalianCity,PT08.S2(NMHC),955,2004-03-10 19:00:00
309,multisensor1,ItalianCity,NOX(GT),103,2004-03-10 19:00:00
310,multisensor1,ItalianCity,PT08.S3(NOX),1174,2004-03-10 19:00:00
311,multisensor1,ItalianCity,NO2(GT),92,2004-03-10 19:00:00
312,multisensor1,ItalianCity,PT08.S4(NO2),1559,2004-03-10 19:00:00
313,multisensor1,ItalianCity,PT08.S5(O3),972,2004-03-10 19:00:00
314,multisensor1,ItalianCity,T,"13,3",2004-03-10 19:00:00
315,multisensor1,ItalianCity,RH,"47,7",2004-03-10 19:00:00
316,multisensor1,ItalianCity,AH,"0,7255",2004-03-10 19:00:00
317,M017,Milan_Motion,VALUE,ON,2009-10-16 00:01:04.000059
318,M009,Milan_Motion,VALUE,ON,2009-10-16 00:01:06.000046
319,15,2.0,X,-13.0,2020-07-08 14:03:00.000000000
320,15,2.0,Y,-61.0,2020-07-08 14:03:00.000000000
321,15,2.0,Z,5.0,2020-07-08 14:03:00.000000000
322,15,2.0,EDA,6.769995,2020-07-08 14:03:00.000000000
323,15,2.0,HR,99.43,2020-07-08 14:03:00.000000000
324,15,2.0,TEMP,31.17,2020-07-08 14:03:00.000000000
325,15,2.0,X,-20.0,2020-07-08 14:03:00.031249920
326,15,2.0,Y,-69.0,2020-07-08 14:03:00.031249920
327,15,2.0,Z,-3.0,2020-07-08 14:03:00.031249920
328,15,2.0,EDA,6.769995,2020-07-08 14:03:00.031249920
329,15,2.0,HR,99.43,2020-07-08 14:03:00.031249920
330,15,2.0,TEMP,31.17,2020-07-08 14:03:00.031249920
331,b8:27:eb:bf:9d:51,Multisensor,CO,0.0049559386483912,2020-07-12 00:01:34.385974528
332,b8:27:eb:bf:9d:51,Multisensor,HUMIDITY,51.0,2020-07-12 00:01:34.385974528
333,b8:27:eb:bf:9d:51,Multisensor,LIGHT,False,2020-07-12 00:01:34.385974528
334,b8:27:eb:bf:9d:51,Multisensor,LPG,0.0076508222705571,2020-07-12 00:01:34.385974528
335,b8:27:eb:bf:9d:51,Multisensor,MOTION,False,2020-07-12 00:01:34.385974528
336,b8:27:eb:bf:9d:51,Multisensor,SMOKE,0.0204112701224129,2020-07-12 00:01:34.385974528
337,b8:27:eb:bf:9d:51,Multisensor,TEMP,22.7,2020-07-12 00:01:34.385974528
338,00:0f:00:70:91:0a,Multisensor,CO,0.0028400886071015,2020-07-12 00:01:34.735567616
339,00:0f:00:70:91:0a,Multisensor,HUMIDITY,76.0,2020-07-12 00:01:34.735567616
340,00:0f:00:70:91:0a,Multisensor,LIGHT,False,2020-07-12 00:01:34.735567616
